"Analytes","SeqId","SeqIdVersion","SomaId","TargetFullName","Target","UniProt","EntrezGeneID","EntrezGeneSymbol","Organism","Units","Type","Dilution","NormGroup"
"X10748.216","10748-216",3,"SL018468","Protocadherin beta-2","PCDB2","Q9Y5E7","56133","PCDHB2","Human","RFU","Protein","20","S1"
"X10749.18","10749-18",3,"SL000451","Heat shock 70 kDa protein 1A","HSP 70","P0DMV8","3303","HSPA1A","Human","RFU","Protein","20","S2"
"X10752.8","10752-8",3,"SL018591","Chromodomain Y-like protein 2","CDYL2","Q8N8U2","124359","CDYL2","Human","RFU","Protein","20","S2"
"X10753.31","10753-31",3,"SL018585","Disintegrin and metalloproteinase domain-containing protein 7","ADAM7","Q9H2U9","8756","ADAM7","Human","RFU","Protein","20","S2"
"X10754.113","10754-113",3,"SL005237","Prokineticin-2","Prokineticin-2","Q9HC23","60675","PROK2","Human","RFU","Protein","20","S2"
"X10756.34","10756-34",3,"SL012761","Urocortin-3","UCN3","Q969E3","114131","UCN3","Human","RFU","Protein","20","S2"
"X10758.2","10758-2",3,"SL012375","Keratocan","KERA","O60938","11081","KERA","Human","RFU","Protein","20","S2"
"X10760.107","10760-107",3,"SL018367","Glutamate receptor 4","GRIA4","P48058","2893","GRIA4","Human","RFU","Protein","20","S2"
"X10761.5","10761-5",3,"SL006541","Transmembrane emp24 domain-containing protein 2","TMED2","Q15363","10959","TMED2","Human","RFU","Protein","20","S2"
"X10762.2","10762-2",3,"SL025911","Killer cell lectin-like receptor subfamily G member 2:N-term","KLRG2:N-term","A4D1S0","346689","KLRG2","Human","RFU","Protein","20","S2"
"X10767.52","10767-52",3,"SL018836","G-protein coupled receptor 64","GPR64","Q8IZP9","10149","ADGRG2","Human","RFU","Protein","20","S1"
"X10780.10","10780-10",3,"SL008723","Ras-related protein Rab-3D","RAB3D","O95716","9545","RAB3D","Human","RFU","Protein","20","S1"
"X10781.19","10781-19",3,"SL008886","C-type lectin domain family 4 member G","CLC4G","Q6UXB4","339390","CLEC4G","Human","RFU","Protein","20","S2"
"X10785.8","10785-8",3,"SL018337","Leucine-rich repeat-containing protein 52","LRC52","Q8N7C0","440699","LRRC52","Human","RFU","Protein","20","S2"
"X10798.4","10798-4",3,"SL018456","CMRF35-like molecule 2","CLM2","Q496F6","342510","CD300E","Human","RFU","Protein","20","S1"
"X10800.15","10800-15",3,"SL003668","Serpin H1","Collagen-binding protein","P50454","871","SERPINH1","Human","RFU","Protein","20","S2"
"X10801.11","10801-11",3,"SL004843","Ephrin-A2","Ephrin-A2","O43921","1943","EFNA2","Human","RFU","Protein","20","S2"
"X10809.14","10809-14",3,"SL018479","Killer cell lectin-like receptor subfamily B member 1","KLRB1","Q12918","3820","KLRB1","Human","RFU","Protein","20","S1"
"X10814.7","10814-7",3,"SL016708","T-cell surface glycoprotein CD1a","CD1A","P06126","909","CD1A","Human","RFU","Protein","20","S1"
"X10815.2","10815-2",3,"SL018601","Intracellular hyaluronan-binding protein 4","HABP4","Q5JVS0","22927","HABP4","Human","RFU","Protein","20","S1"
"X10816.150","10816-150",3,"SL022717","Paired immunoglobulin-like type 2 receptor alpha isoform FDF03-M14","PILRA isoform FDF03-M14","Q9UKJ1","29992","PILRA","Human","RFU","Protein","20","S2"
"X10817.26","10817-26",3,"SL018588","TOMM20-like protein 1","TO20L","Q6UXN7","387990","TOMM20L","Human","RFU","Protein","20","S2"
"X10818.36","10818-36",3,"SL008921","Sphingomyelin phosphodiesterase","ASM","P17405","6609","SMPD1","Human","RFU","Protein","20","S2"
"X10819.108","10819-108",3,"SL004461","Fibulin-1","fibulin 1","P23142","2192","FBLN1","Human","RFU","Protein","20","S3"
"X10825.12","10825-12",3,"SL018584","V-set and immunoglobulin domain-containing protein 10","VSI10","Q8N0Z9","54621","VSIG10","Human","RFU","Protein","20","S1"
"X10827.67","10827-67",3,"SL018590","Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3","LIGO3","P0C6S8","645191","LINGO3","Human","RFU","Protein","20","S2"
"X10830.5","10830-5",3,"SL025899","EF-hand calcium-binding domain-containing protein 14:N-term","K0494:N-term","O75071","9813","EFCAB14","Human","RFU","Protein","20","S1"
"X10832.24","10832-24",3,"SL018597","Beta-1,4-galactosyltransferase 6","B4GT6","Q9UBX8","9331","B4GALT6","Human","RFU","Protein","20","S2"
"X10833.64","10833-64",3,"SL012788","Hedgehog-interacting protein","HHIP","Q96QV1","64399","HHIP","Human","RFU","Protein","20","S2"
"X10835.25","10835-25",3,"SL018593","Alpha-1,4-N-acetylglucosaminyltransferase","A4GCT","Q9UNA3","51146","A4GNT","Human","RFU","Protein","20","S2"
"X10842.7","10842-7",3,"SL018620","Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4","GCNT4","Q9P109","51301","GCNT4","Human","RFU","Protein","20","S1"
"X10847.1","10847-1",3,"SL018624","Sialic acid-binding Ig-like lectin 15","SIG15","Q6ZMC9","284266","SIGLEC15","Human","RFU","Protein","20","S2"
"X10848.137","10848-137",3,"SL018632","Butyrophilin-like protein 3","BTNL3","Q6UXE8","10917","BTNL3","Human","RFU","Protein","20","S1"
"X10851.77","10851-77",3,"SL007417","Interleukin-27 subunit beta","IL27B","Q14213","10148","EBI3","Human","RFU","Protein","20","S2"
"X10852.114","10852-114",3,"SL012987","Heterogeneous nuclear ribonucleoprotein D-like","HNRDL","O14979","9987","HNRNPDL","Human","RFU","Protein","20","S2"
"X10854.15","10854-15",3,"SL018620","Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4","GCNT4","Q9P109","51301","GCNT4","Human","RFU","Protein","20","S1"
"X10866.60","10866-60",3,"SL018833","Serine/threonine-protein phosphatase 4 regulatory subunit 3A","P4R3A","Q6IN85","55671","PPP4R3A","Human","RFU","Protein","20","S2"
"X10870.32","10870-32",3,"SL025990","Spastin:Microtubule interacting and trafficking domain","Spastin:MIT","Q9UBP0","6683","SPAST","Human","RFU","Protein","20","S2"
"X10876.300","10876-300",3,"SL018839","BRCA1-associated ATM activator 1","BRAT1","Q6PJG6","221927","BRAT1","Human","RFU","Protein","20","S1"
"X10880.38","10880-38",3,"SL018034","Protein FAM163B","F163B","P0C2L3","642968","FAM163B","Human","RFU","Protein","20","S2"
"X10882.12","10882-12",3,"SL005718","Desmocollin-1","Desmocollin-1","Q08554","1823","DSC1","Human","RFU","Protein","20","S1"
"X10885.36","10885-36",3,"SL016472","Bombesin receptor-activated protein C6orf89","CF089","Q6UWU4","221477","C6orf89","Human","RFU","Protein","20","S2"
"X10889.2","10889-2",3,"SL017998","Melanocortin-2 receptor accessory protein 2","MRAP2","Q96G30","112609","MRAP2","Human","RFU","Protein","20","S2"
"X10890.135","10890-135",3,"SL018026","Lactase-like protein","LCTL","Q6UWM7","197021","LCTL","Human","RFU","Protein","20","S1"
"X10892.8","10892-8",3,"SL007619","Oncostatin-M-specific receptor subunit beta","OSMR","Q99650","9180","OSMR","Human","RFU","Protein","20","S1"
"X10894.25","10894-25",3,"SL005696","Secretagogin","Secretagogin","O76038","10590","SCGN","Human","RFU","Protein","20","S1"
"X10895.28","10895-28",3,"SL017961","Transmembrane protease serine 11B","TM11B","Q86T26","132724","TMPRSS11B","Human","RFU","Protein","20","S1"
"X10900.272","10900-272",3,"SL013230","Stathmin-2","STMN2","Q93045","11075","STMN2","Human","RFU","Protein","20","S2"
"X10903.50","10903-50",3,"SL017987","Syntaxin-8","STX8","Q9UNK0","9482","STX8","Human","RFU","Protein","20","S2"
"X10907.116","10907-116",3,"SL009074","Neurotrimin","NTRI","Q9P121","50863","NTM","Human","RFU","Protein","20","S2"
"X10908.2","10908-2",3,"SL017992","Polypeptide N-acetylgalactosaminyltransferase 13","GLT13","Q8IUC8","114805","GALNT13","Human","RFU","Protein","20","S2"
"X10910.6","10910-6",3,"SL018022","Carcinoembryonic antigen-related cell adhesion molecule 4","CEAM4","O75871","1089","CEACAM4","Human","RFU","Protein","20","S2"
"X10916.44","10916-44",3,"SL013523","Secretory phospholipase A2 receptor","PLA2R","Q13018","22925","PLA2R1","Human","RFU","Protein","20","S2"
"X10917.40","10917-40",3,"SL006983","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2","GBGT2","O14610","2793","GNGT2","Human","RFU","Protein","20","S1"
"X10924.258","10924-258",3,"SL018077","Neuferricin","NEUFC","Q8WUJ1","124936","CYB5D2","Human","RFU","Protein","20","S1"
"X10933.107","10933-107",3,"SL018094","Calcium-binding protein 8","CABP8","Q9BXU9","83698","CALN1","Human","RFU","Protein","20","S1"
"X10938.13","10938-13",3,"SL003442","Lymphocyte function-associated antigen 3","sLFA-3","P19256","965","CD58","Human","RFU","Protein","20","S2"
"X10939.16","10939-16",3,"SL018105","Pleckstrin homology domain-containing family A member 4","PKHA4","Q9H4M7","57664","PLEKHA4","Human","RFU","Protein","20","S1"
"X10940.25","10940-25",3,"SL008242","Sarcalumenin","SRCA","Q86TD4","6345","SRL","Human","RFU","Protein","20","S2"
"X10945.11","10945-11",3,"SL006065","Syntaxin-6","Syntaxin-6","O43752","10228","STX6","Human","RFU","Protein","20","S2"
"X10948.14","10948-14",3,"SL008958","Phospholipase D3","PLD3","Q8IV08","23646","PLD3","Human","RFU","Protein","20","S2"
"X10949.59","10949-59",3,"SL008009","60S acidic ribosomal protein P2","RLA2","P05387","6181","RPLP2","Human","RFU","Protein","20","S1"
"X10953.14","10953-14",3,"SL018252","C-type lectin domain family 2 member A","CLC2A","Q6UVW9","387836","CLEC2A","Human","RFU","Protein","20","S1"
"X10955.4","10955-4",3,"SL014095","C-type lectin domain family 10 member A","CLC10","Q8IUN9","10462","CLEC10A","Human","RFU","Protein","20","S1"
"X10956.82","10956-82",3,"SL009212","Glycine cleavage system H protein, mitochondrial","GCSH","P23434","2653","GCSH","Human","RFU","Protein","20","S2"
"X10959.125","10959-125",3,"SL005478","BET1-like protein","BET1L","Q9NYM9","51272","BET1L","Human","RFU","Protein","20","S1"
"X10961.15","10961-15",3,"SL015329","Retinoic acid receptor responder protein 3","TIG3","Q9UL19","5920","PLAAT4","Human","RFU","Protein","20","S1"
"X10966.1","10966-1",3,"SL000251","Alpha-2-HS-glycoprotein","a2-HS-Glycoprotein","P02765","197","AHSG","Human","RFU","Protein","20","S2"
"X10967.12","10967-12",3,"SL000546","Prolactin","PRL","P01236","5617","PRL","Human","RFU","Protein","20","S2"
"X10970.3","10970-3",3,"SL018330","Ecto-ADP-ribosyltransferase 3","NAR3","Q13508","419","ART3","Human","RFU","Protein","20","S2"
"X10974.20","10974-20",3,"SL012454","Serine protease inhibitor Kazal-type 7","ISK7","P58062","84651","SPINK7","Human","RFU","Protein","20","S2"
"X10975.59","10975-59",3,"SL008738","Mucin-like protein 1","MUCL1","Q96DR8","118430","MUCL1","Human","RFU","Protein","20","S1"
"X10976.44","10976-44",3,"SL025935","Mucin-1:region 3","MUC1:region 3","P15941","4582","MUC1","Human","RFU","Protein","20","S1"
"X10977.55","10977-55",3,"SL017252","Unique cartilage matrix-associated protein","UCMA","Q8WVF2","221044","UCMA","Human","RFU","Protein","20","S2"
"X10978.39","10978-39",3,"SL009327","Growth hormone variant","SOM2","P01242","2689","GH2","Human","RFU","Protein","20","S1"
"X10980.11","10980-11",3,"SL007155","Acetylcholinesterase","ACES","P22303","43","ACHE","Human","RFU","Protein","20","S2"
"X10981.56","10981-56",3,"SL013799","Pro-neuregulin-3, membrane-bound isoform","NRG3","P56975","10718","NRG3","Human","RFU","Protein","20","S2"
"X10990.21","10990-21",3,"SL017128","Leucine-rich repeat serine/threonine-protein kinase 2","LRRK2","Q5S007","120892","LRRK2","Human","RFU","Protein","20","S2"
"X11067.13","11067-13",3,"SL001791","Osteocalcin","Osteocalcin","P02818","632","BGLAP","Human","RFU","Protein","20","S2"
"X11071.1","11071-1",3,"SL000481","Interleukin-5","IL-5","P05113","3567","IL5","Human","RFU","Protein","20","S1"
"X11081.1","11081-1",3,"SL007151","Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic","GPDA","P21695","2819","GPD1","Human","RFU","Protein","20","S2"
"X11083.23","11083-23",3,"SL001731","Gamma-enolase","NSE","P09104","2026","ENO2","Human","RFU","Protein","20","S2"
"X11089.7","11089-7",3,"SL000459","Immunoglobulin A","IgA","P01876|P01877","3493 3494","IGHA1|IGHA2","Human","RFU","Protein","20","S2"
"X11094.104","11094-104",3,"SL007361","Galectin-10","LPPL","Q05315","1178","CLC","Human","RFU","Protein","20","S1"
"X11096.57","11096-57",3,"SL018921","HemK methyltransferase family member 2","HEMK2","Q9Y5N5","29104","N6AMT1","Human","RFU","Protein","20","S2"
"X11098.1","11098-1",3,"SL007953","Pyridoxal kinase","PDXK","O00764","8566","PDXK","Human","RFU","Protein","20","S2"
"X11101.18","11101-18",3,"SL004489","Toll-like receptor 4","TLR4","O00206","7099","TLR4","Human","RFU","Protein","20","S1"
"X11102.22","11102-22",3,"SL012561","Regenerating islet-derived protein 4","REG4","Q9BYZ8","83998","REG4","Human","RFU","Protein","20","S2"
"X11103.24","11103-24",3,"SL000448","Heat shock protein beta-1","HSP 27","P04792","3315","HSPB1","Human","RFU","Protein","20","S2"
"X11104.13","11104-13",3,"SL003340","Chitinase-3-like protein 1","YKL-40","P36222","1116","CHI3L1","Human","RFU","Protein","20","S3"
"X11105.171","11105-171",3,"SL003650","Alpha-enolase","Alpha enolase","P06733","2023","ENO1","Human","RFU","Protein","20","S2"
"X11107.25","11107-25",3,"SL007735","Teneurin-3","TEN3","Q9P273","55714","TENM3","Human","RFU","Protein","20","S1"
"X11109.56","11109-56",3,"SL025995","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1:Sushi 15-18","SVEP1:Sushi 15-18","Q4LDE5","79987","SVEP1","Human","RFU","Protein","20","S2"
"X11110.4","11110-4",3,"SL019320","Transmembrane protein 119","TM119","Q4V9L6","338773","TMEM119","Human","RFU","Protein","20","S1"
"X11112.18","11112-18",3,"SL016490","Protein kish-A","KISHA","Q8TBQ9","153339","TMEM167A","Human","RFU","Protein","20","S1"
"X11116.16","11116-16",3,"SL018991","Uncharacterized protein C11orf87","CK087","Q6NUJ2","399947","C11orf87","Human","RFU","Protein","20","S2"
"X11117.2","11117-2",3,"SL009460","Spermatogenesis-associated protein 20","SPT20","Q8TB22","64847","SPATA20","Human","RFU","Protein","20","S2"
"X11118.107","11118-107",3,"SL019321","Ras-related protein Rab-17","RAB17","Q9H0T7","64284","RAB17","Human","RFU","Protein","20","S1"
"X11120.49","11120-49",3,"SL019329","N-acetyltransferase 14","NAT14","Q8WUY8","57106","NAT14","Human","RFU","Protein","20","S2"
"X11121.56","11121-56",3,"SL012520","Brorin","VWC2","Q2TAL6","375567","VWC2","Human","RFU","Protein","20","S2"
"X11122.97","11122-97",3,"SL019337","Maspardin","SPG21","Q9NZD8","51324","SPG21","Human","RFU","Protein","20","S1"
"X11126.102","11126-102",3,"SL007986","Triple functional domain protein","TRIO","O75962","7204","TRIO","Human","RFU","Protein","20","S1"
"X11128.29","11128-29",3,"SL026000","Transmembrane protein 132C:Cytoplasmic domain","T132C:CD","Q8N3T6","92293","TMEM132C","Human","RFU","Protein","20","S1"
"X11129.66","11129-66",3,"SL007065","Bone morphogenetic protein 15","BMP15","O95972","9210","BMP15","Human","RFU","Protein","20","S2"
"X11130.158","11130-158",3,"SL019338","Voltage-dependent L-type calcium channel subunit beta-4","CACB4","O00305","785","CACNB4","Human","RFU","Protein","20","S1"
"X11134.30","11134-30",3,"SL019322","Peptide chain release factor 1-like, mitochondrial","RF1ML","Q9UGC7","54516","MTRF1L","Human","RFU","Protein","20","S1"
"X11135.5","11135-5",3,"SL012643","39S ribosomal protein L55, mitochondrial","RM55","Q7Z7F7","128308","MRPL55","Human","RFU","Protein","20","S1"
"X11137.43","11137-43",3,"SL025889","Cytokine receptor common subunit beta:Cytoplasmic domain","IL3RB:CD","P32927","1439","CSF2RB","Human","RFU","Protein","20","S1"
"X11138.16","11138-16",3,"SL006056","Runt-related transcription factor 3","RUNX3","Q13761","864","RUNX3","Human","RFU","Protein","20","S2"
"X11140.56","11140-56",3,"SL025819","Collagen alpha-1(I) chain:C-term propeptide","CO1A1:C-term propeptide","P02452","1277","COL1A1","Human","RFU","Protein","20","S2"
"X11142.11","11142-11",3,"SL025792","Angiopoietin-related protein 1:C-Term, Fibrinogen domian","ANGL1:C-term","O95841","9068","ANGPTL1","Human","RFU","Protein","20","S2"
"X11143.32","11143-32",3,"SL025949","Noelin-3:Isoform 2, N-term","NOE3:N-term","Q96PB7","118427","OLFM3","Human","RFU","Protein","20","S1"
"X11144.10","11144-10",3,"SL012527","Beta-defensin 116","DB116","Q30KQ4","245930","DEFB116","Human","RFU","Protein","20","S1"
"X11145.72","11145-72",3,"SL019333","UPF0606 protein KIAA1549L","K154L","Q6ZVL6","25758","KIAA1549L","Human","RFU","Protein","20","S2"
"X11146.4","11146-4",3,"SL019339","T-box transcription factor TBX22","TBX22","Q9Y458","50945","TBX22","Human","RFU","Protein","20","S1"
"X11147.17","11147-17",3,"SL026020","Trem-like transcript 1 protein:immunoreceptor tyrosine-based inhibition motif","TRML1:ITIM","Q86YW5","340205","TREML1","Human","RFU","Protein","20","S1"
"X11149.3","11149-3",3,"SL026003","Toll-like receptor 1:Cytoplasmic domain","TLR1:CD","Q15399","7096","TLR1","Human","RFU","Protein","20","S1"
"X11150.3","11150-3",3,"SL002657","Collagen alpha-1(VI) chain","Collagen a1(VI)","P12109","1291","COL6A1","Human","RFU","Protein","20","S2"
"X11152.46","11152-46",3,"SL003918","Kallikrein-13","kallikrein 13","Q9UKR3","26085","KLK13","Human","RFU","Protein","20","S2"
"X11154.3","11154-3",3,"SL007421","Nuclear factor erythroid 2-related factor 1","NF2L1","Q14494","4779","NFE2L1","Human","RFU","Protein","20","S2"
"X11155.16","11155-16",3,"SL019315","Collagen alpha-5(VI) chain","CO6A5","A8TX70","256076","COL6A5","Human","RFU","Protein","20","S1"
"X11158.40","11158-40",3,"SL019326","Bicaudal D-related protein 1","BICR1","Q6ZP65","92558","BICDL1","Human","RFU","Protein","20","S1"
"X11159.14","11159-14",3,"SL025937","Mitochondrial ubiquitin ligase activator of NFKB 1:Cytoplasmic domain","MUL1:CD","Q969V5","79594","MUL1","Human","RFU","Protein","20","S1"
"X11160.56","11160-56",3,"SL019335","RING finger protein 122","RN122","Q9H9V4","79845","RNF122","Human","RFU","Protein","20","S2"
"X11161.5","11161-5",3,"SL019340","Spartin","SPG20","Q8N0X7","23111","SPART","Human","RFU","Protein","20","S1"
"X11162.37","11162-37",3,"SL019313","Equatorin","EQTN","Q9NQ60","54586","EQTN","Human","RFU","Protein","20","S1"
"X11163.7","11163-7",3,"SL019316","Protein FAM162B","F162B","Q5T6X4","221303","FAM162B","Human","RFU","Protein","20","S1"
"X11164.7","11164-7",3,"SL019319","Teneurin-2","TEN2","Q9NT68","57451","TENM2","Human","RFU","Protein","20","S1"
"X11167.6","11167-6",3,"SL019330","Myotubularin-related protein 1","MTMR1","Q13613","8776","MTMR1","Human","RFU","Protein","20","S1"
"X11168.3","11168-3",3,"SL019053","Multiple epidermal growth factor-like domains protein 10","MEG10","Q96KG7","84466","MEGF10","Human","RFU","Protein","20","S1"
"X11173.29","11173-29",3,"SL019119","Allergin-1","MILR1","Q7Z6M3","284021","MILR1","Human","RFU","Protein","20","S1"
"X11174.8","11174-8",3,"SL026002","Thrombospondin type-1 domain-containing protein 7A:Thrombospondin type-1 domain 6","THS7A:TSP type-1 domain 6","Q9UPZ6","221981","THSD7A","Human","RFU","Protein","20","S2"
"X11175.45","11175-45",3,"SL018606","Lysophosphatidylcholine acyltransferase 2","PCAT2","Q7L5N7","54947","LPCAT2","Human","RFU","Protein","20","S1"
"X11177.16","11177-16",3,"SL006465","Keratin, type II cytoskeletal 5","K2C5","P13647","3852","KRT5","Human","RFU","Protein","20","S2"
"X11178.21","11178-21",3,"SL025996","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1:EGF-like domains 4-6","SVEP1:EGF-like domains 4-6","Q4LDE5","79987","SVEP1","Human","RFU","Protein","20","S2"
